"","nh","year","villid","thanaid","agehead","sexhead","educhead","famsize","hhland","hhasset","expfd","expnfd","exptot","dmmfd","dfmfd","weight","vaccess","pcirr","rice","wheat","milk","potato","egg","oil","village.id","ln.exptot","ln.lands","program.male","program.female"
"612",191015,1,1,19,42,1,0,8,64,64480.984375,1863.5810546875,310.427490234375,2174.00854492188,0,0,3.36962366104126,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,191,7.68478775024414,0.494696229696274,1,1
"613",191023,1,1,19,45,1,0,7,36,19250,2024.63122558594,347.040893554688,2371.67211914062,1,0,0.596198201179504,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,191,7.7717719078064,0.307484686374664,1,1
"614",191025,1,1,19,50,1,2,4,66,61144.9453125,3208.48559570312,521.890625,3730.37622070312,0,0,3.36962366104126,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,191,8.22453212738037,0.506817579269409,1,1
"615",191043,1,1,19,48,1,0,6,42,73185,3265.66528320312,938.331298828125,4203.99658203125,0,1,0.596198201179504,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,191,8.34402847290039,0.350656867027283,1,1
"616",191045,1,1,19,40,1,0,4,53,37860.33203125,3313.03295898438,637.772216796875,3950.80517578125,0,1,3.36962366104126,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,191,8.28192806243896,0.425267726182938,1,1
"617",191053,1,1,19,36,1,2,4,6,35850,3639.193359375,593.7880859375,4232.9814453125,0,1,0.596198201179504,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,191,8.35089778900146,0.0582689084112644,1,1
"618",191073,1,1,19,44,1,2,6,75,76049,3061.75830078125,921.4150390625,3983.17333984375,0,1,0.596198201179504,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,191,8.29008483886719,0.559615790843964,1,1
"619",191083,1,1,19,60,1,1,6,69,51295,2256.05639648438,451.12109375,2707.17749023438,1,0,0.596198201179504,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,191,7.90403127670288,0.524728536605835,1,1
"620",191133,1,1,19,58,1,2,6,91,52110,1857.26538085938,385.70849609375,2242.97387695312,0,1,0.596198201179504,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,191,7.71600341796875,0.647103250026703,1,1
"621",191143,1,1,19,60,1,0,10,40,31908,2499.39111328125,437.13623046875,2936.52734375,0,1,0.596198201179504,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,191,7.98532342910767,0.336472243070602,1,1
"622",191183,1,1,19,52,1,0,4,38,47469.2109375,2698.60595703125,478.752197265625,3177.35815429688,1,0,0.596198201179504,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,191,8.06412029266357,0.322083503007889,1,1
"623",191203,1,1,19,45,1,10,4,54,68865.8828125,3504.53369140625,795.94677734375,4300.48046875,0,1,0.596198201179504,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,191,8.36671447753906,0.431782424449921,1,1
"624",192023,1,2,19,68,1,6,4,25,60070,4983.759765625,1683.2451171875,6667.0048828125,0,1,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,8.80507564544678,0.223143547773361,1,1
"625",192024,1,2,19,40,1,0,4,12,14548.6533203125,4598.72802734375,769.72509765625,5368.453125,0,0,1.1875,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,8.58848094940186,0.113328687846661,1,1
"626",192043,1,2,19,70,1,0,14,44,72113,4198.90576171875,1284.24462890625,5483.150390625,1,0,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,8.60961723327637,0.364643126726151,1,1
"627",192045,1,2,19,62,1,0,10,25,56421.70703125,2891.05419921875,356.611083984375,3247.66528320312,0,0,2.66666674613953,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,8.08599948883057,0.223143547773361,1,1
"628",192053,1,2,19,40,1,0,6,1,1762,2162.22314453125,493.9775390625,2656.20068359375,0,1,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,7.88502836227417,0.00995033048093319,1,1
"629",192083,1,2,19,45,1,0,8,6,33008,2211.90283203125,464.372802734375,2676.27563476562,0,1,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,7.89255523681641,0.0582689084112644,1,1
"630",192103,1,2,19,48,1,0,7,10,4972,2150.30078125,471.74365234375,2622.04443359375,0,1,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,7.8720908164978,0.0953101813793182,1,1
"631",192123,1,2,19,58,0,0,8,4,20085,2114.6298828125,295.202392578125,2409.83227539062,0,1,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,7.78772735595703,0.0392207130789757,1,1
"632",192163,1,2,19,35,1,0,4,30,61713.359375,4246.1767578125,1018.40576171875,5264.58251953125,0,1,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,8.56894683837891,0.262364268302917,1,1
"633",192173,1,2,19,45,1,7,6,18,47949.65234375,3391.97900390625,722.92138671875,4114.900390625,0,1,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,8.32261276245117,0.165514439344406,1,1
"634",192183,1,2,19,40,1,0,2,7,20841.791015625,5977.8046875,899.98681640625,6877.79150390625,0,1,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,8.83619785308838,0.0676586478948593,1,1
"635",192193,1,2,19,45,1,0,7,30,61185.546875,1989.05700683594,518.144897460938,2507.20190429688,1,0,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,7.82732152938843,0.262364268302917,1,1
"636",192203,1,2,19,35,1,10,5,90,100297.734375,3613.4794921875,894.5732421875,4508.052734375,0,1,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,8.41384220123291,0.641853868961334,1,1
"637",192213,1,2,19,40,1,0,8,39,47591.01171875,2870.48315429688,620.009521484375,3490.49267578125,0,1,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,8.15808486938477,0.329303741455078,1,1
"638",192223,1,2,19,28,1,5,3,45,49032.34375,4136.77978515625,703.7490234375,4840.52880859375,0,1,0.562500059604645,1,0.150000005960464,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,192,8.4849853515625,0.37156355381012,1,1
"639",193023,1,3,19,50,1,0,6,4,7385,2759.95849609375,453.37646484375,3213.3349609375,0,1,0.607857167720795,0,0.100000001490116,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,193,8.0753755569458,0.0392207130789757,0,1
"640",193025,1,3,19,48,0,12,4,1,1827.04028320312,2803.49169921875,1326.2958984375,4129.78759765625,0,0,3.52666687965393,0,0.100000001490116,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,193,8.32622337341309,0.00995033048093319,0,1
"641",193034,1,3,19,33,1,0,6,2,8938.962890625,1728.92138671875,327.062744140625,2055.98413085938,0,0,0.651666700839996,0,0.100000001490116,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,193,7.6289963722229,0.0198026280850172,0,1
"642",193054,1,3,19,58,1,2,3,3,3028.15014648438,3036.04443359375,496.2333984375,3532.27783203125,0,0,0.651666700839996,0,0.100000001490116,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,193,8.16998100280762,0.02955880202353,0,1
"643",193063,1,3,19,52,0,0,5,68,68445,2763.5673828125,734.876220703125,3498.44360351562,0,1,0.607857167720795,0,0.100000001490116,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,193,8.16035938262939,0.518793821334839,0,1
"644",193064,1,3,19,35,1,0,5,36,20598.185546875,2559.48022460938,515.090087890625,3074.5703125,0,0,0.651666700839996,0,0.100000001490116,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,193,8.03124523162842,0.307484686374664,0,1
"645",193113,1,3,19,52,1,1,5,60,39870,2792.2587890625,454.72998046875,3246.98876953125,0,1,0.607857167720795,0,0.100000001490116,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,193,8.08579158782959,0.470003634691238,0,1
"646",193123,1,3,19,27,1,5,2,27,11503.5869140625,3478.14306640625,883.0693359375,4361.21240234375,0,0,0.607857167720795,0,0.100000001490116,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,193,8.38073444366455,0.239016905426979,0,1
"647",193143,1,3,19,62,1,0,9,63,45315,2785.52197265625,565.405029296875,3350.92700195312,0,1,0.607857167720795,0,0.100000001490116,9.92466259002686,8.12017822265625,10.8269052505493,6.71583604812622,2.03004455566406,40.6008949279785,193,8.11729049682617,0.488580018281937,0,1
"648",194013,1,4,19,37,1,4,6,106,200348.484375,4237.8310546875,1783.05615234375,6020.88720703125,0,1,0.125,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,8.70315551757812,0.722705960273743,1,1
"649",194015,1,4,19,55,1,5,4,190,307788.625,3718.02685546875,1691.36572265625,5409.392578125,0,0,2.34999990463257,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,8.59607696533203,1.06471073627472,1,1
"650",194023,1,4,19,50,0,0,2,66,95713.2265625,4907.29443359375,401.61083984375,5308.9052734375,0,1,0.125,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,8.57732963562012,0.506817579269409,1,1
"651",194025,1,4,19,50,1,4,4,240,295838.40625,6530.65380859375,654.0126953125,7184.66650390625,0,0,2.34999990463257,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,8.87984371185303,1.2237753868103,1,1
"652",194034,1,4,19,42,1,0,6,60,98853.0234375,2605.90063476562,322.777099609375,2928.677734375,0,0,2.27500009536743,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,7.98264789581299,0.470003634691238,1,1
"653",194053,1,4,19,45,1,9,5,540,770283.5625,4352.009765625,2207.064453125,6559.07421875,0,1,0.125,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,8.78875732421875,1.85629796981812,1,1
"654",194054,1,4,19,45,1,0,6,30,72587.6328125,3432.3544921875,293.4541015625,3725.80859375,0,1,2.27500009536743,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,8.22330760955811,0.262364268302917,1,1
"655",194073,1,4,19,70,1,2,2,100,187914.484375,4808.4990234375,667.2080078125,5475.70703125,0,1,0.125,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,8.6082592010498,0.6931471824646,1,1
"656",194093,1,4,19,50,1,3,8,580,590012.1875,4966.8427734375,733.353515625,5700.1962890625,0,1,0.125,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,8.6484317779541,1.9169225692749,1,1
"657",194103,1,4,19,30,1,5,3,90,155961.546875,3669.86962890625,409.843505859375,4079.71313476562,0,1,0.125,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,8.31402683258057,0.641853868961334,1,1
"658",194113,1,4,19,30,1,9,13,650,564995.25,3749.85693359375,854.9609375,4604.81787109375,1,1,0.125,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,8.4350757598877,2.01490306854248,1,1
"659",194123,1,4,19,40,1,3,9,11,29875.490234375,2211.99682617188,402.39990234375,2614.39672851562,0,1,0.125,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,7.86917114257812,0.104360014200211,1,1
"660",194133,1,4,19,28,1,5,2,16,46420.359375,6344.56640625,2606.5771484375,8951.1435546875,0,1,0.125,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,9.09964847564697,0.148420006036758,1,1
"661",194143,1,4,19,45,1,5,9,151,286270.125,4953.00830078125,866.904296875,5819.91259765625,0,1,0.125,1,0.110238097608089,9.81188297271729,8.12017822265625,9.47354221343994,6.63952016830444,1.69170391559601,37.8941688537598,194,8.66921234130859,0.920282781124115,1,1
"662",201023,1,1,20,50,1,0,2,1,11990,3446.33911132812,694.275146484375,4140.6142578125,0,1,0.581597208976746,1,0.899999976158142,7.66905736923218,7.44349718093872,8.12017822265625,5.18950986862183,1.69170391559601,35.1874389648438,201,8.32884120941162,0.00995033048093319,1,1
"663",201025,1,1,20,25,1,0,3,12.5,15705.779296875,2166.283203125,558.26220703125,2724.54541015625,0,0,2.32638883590698,1,0.899999976158142,7.66905736923218,7.44349718093872,8.12017822265625,5.18950986862183,1.69170391559601,35.1874389648438,201,7.91042375564575,0.117783032357693,1,1
"664",201053,1,1,20,55,1,0,5,1,2010,2004.87219238281,390.580444335938,2395.45263671875,0,1,0.581597208976746,1,0.899999976158142,7.66905736923218,7.44349718093872,8.12017822265625,5.18950986862183,1.69170391559601,35.1874389648438,201,7.78174495697021,0.00995033048093319,1,1
"665",201054,1,1,20,33,1,0,3,3,17410,2436.0537109375,435.331787109375,2871.38549804688,1,0,1.20833337306976,1,0.899999976158142,7.66905736923218,7.44349718093872,8.12017822265625,5.18950986862183,1.69170391559601,35.1874389648438,201,7.96289825439453,0.02955880202353,1,1
"666",201063,1,1,20,32,0,0,2,12.5,12856.94921875,2391.392578125,1740.76318359375,4132.15576171875,0,0,0.581597208976746,1,0.899999976158142,7.66905736923218,7.44349718093872,8.12017822265625,5.18950986862183,1.69170391559601,35.1874389648438,201,8.32679653167725,0.117783032357693,1,1
"667",201093,1,1,20,32,1,0,3,3,4398.43017578125,2402.21948242188,577.660400390625,2979.8798828125,0,0,0.581597208976746,1,0.899999976158142,7.66905736923218,7.44349718093872,8.12017822265625,5.18950986862183,1.69170391559601,35.1874389648438,201,7.9999737739563,0.02955880202353,1,1
"668",201103,1,1,20,45,1,0,5,1,7250,1539.58581542969,316.68701171875,1856.27282714844,1,0,0.581597208976746,1,0.899999976158142,7.66905736923218,7.44349718093872,8.12017822265625,5.18950986862183,1.69170391559601,35.1874389648438,201,7.52686452865601,0.00995033048093319,1,1
"669",201113,1,1,20,46,1,0,7,1,5600,2692.80590820312,773.350341796875,3466.15625,1,0,0.581597208976746,1,0.899999976158142,7.66905736923218,7.44349718093872,8.12017822265625,5.18950986862183,1.69170391559601,35.1874389648438,201,8.15108966827393,0.00995033048093319,1,1
"670",201123,1,1,20,42,1,4,2,1,4275,3604.6826171875,879.68603515625,4484.36865234375,1,0,0.581597208976746,1,0.899999976158142,7.66905736923218,7.44349718093872,8.12017822265625,5.18950986862183,1.69170391559601,35.1874389648438,201,8.40857601165771,0.00995033048093319,1,1
"671",201153,1,1,20,36,1,5,4,5,12491.5419921875,2057.4501953125,548.9580078125,2606.408203125,1,0,0.581597208976746,1,0.899999976158142,7.66905736923218,7.44349718093872,8.12017822265625,5.18950986862183,1.69170391559601,35.1874389648438,201,7.86611175537109,0.0487901642918587,1,1
"672",201193,1,1,20,45,1,0,5,113.5,184869.40625,3287.04833984375,1269.45458984375,4556.5029296875,0,1,0.581597208976746,1,0.899999976158142,7.66905736923218,7.44349718093872,8.12017822265625,5.18950986862183,1.69170391559601,35.1874389648438,201,8.42453002929688,0.75846666097641,1,1
"673",201203,1,1,20,50,1,0,6,67.5,82413.046875,2282.67236328125,1757.68041992188,4040.35278320312,0,1,0.581597208976746,1,0.899999976158142,7.66905736923218,7.44349718093872,8.12017822265625,5.18950986862183,1.69170391559601,35.1874389648438,201,8.30433464050293,0.515813171863556,1,1
"674",202013,1,2,20,46,1,0,4,5,44910,3197.3203125,3544.11962890625,6741.43994140625,0,1,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,8.81617736816406,0.0487901642918587,1,1
"675",202025,1,2,20,40,0,0,6,7,8593.85546875,1596.51733398438,530.856689453125,2127.3740234375,0,0,2.5,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,7.66311359405518,0.0676586478948593,1,1
"676",202033,1,2,20,28,1,0,2,1,3552.57836914062,3701.44799804688,730.816162109375,4432.26416015625,0,0,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,8.39689159393311,0.00995033048093319,1,1
"677",202043,1,2,20,25,1,9,3,74,83502.5078125,2250.19165039062,3299.95043945312,5550.14208984375,0,0,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,8.62175941467285,0.553885102272034,1,1
"678",202053,1,2,20,54,0,0,4,1,5210,4794.626953125,1163.892578125,5958.51953125,0,1,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,8.69274520874023,0.00995033048093319,1,1
"679",202063,1,2,20,44,1,0,8,1,8700,2680.67407226562,1252.03002929688,3932.7041015625,0,1,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,8.27733707427979,0.00995033048093319,1,1
"680",202073,1,2,20,44,1,0,5,30,32940,1733.9287109375,673.704345703125,2407.63305664062,0,1,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,7.78681468963623,0.262364268302917,1,1
"681",202083,1,2,20,57,1,0,3,15,17775,3669.86962890625,703.7490234375,4373.61865234375,0,1,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,8.38357448577881,0.139761939644814,1,1
"682",202093,1,2,20,62,1,0,5,5,23050,2387.60302734375,470.564453125,2858.16748046875,0,1,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,7.95828580856323,0.0487901642918587,1,1
"683",202103,1,2,20,52,1,0,5,5,13700,2644.7421875,1626.7421875,4271.484375,0,1,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,8.35995101928711,0.0487901642918587,1,1
"684",202113,1,2,20,38,1,0,4,1,2680,2118.68994140625,488.056640625,2606.74658203125,0,1,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,7.86624193191528,0.00995033048093319,1,1
"685",202153,1,2,20,50,1,0,5,31,31384.490234375,2705.10229492188,496.007568359375,3201.10986328125,0,1,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,8.07156562805176,0.270027130842209,1,1
"686",202163,1,2,20,35,0,0,2,6,9331.4384765625,1898.76843261719,1654.48645019531,3553.2548828125,0,1,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,8.17590045928955,0.0582689084112644,1,1
"687",202213,1,2,20,38,0,0,6,1,4168.3583984375,3120.404296875,609.5771484375,3729.9814453125,1,1,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,8.22442626953125,0.00995033048093319,1,1
"688",202223,1,2,20,64,1,0,4,7,16125.322265625,2613.34423828125,1369.43432617188,3982.77856445312,1,1,0.230654746294022,1,0.889999985694885,10.3757839202881,6.76681566238403,9.47354221343994,7.02110147476196,2.03004455566406,43.3076210021973,202,8.28998565673828,0.0676586478948593,1,1
"689",203015,1,3,20,30,1,0,2,1,5860.06201171875,3925.4296875,930.43701171875,4855.86669921875,0,0,2.2435896396637,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,8.48814868927002,0.00995033048093319,1,1
"690",203024,1,3,20,65,1,5,6,252,215902.03125,4830.15283203125,11105.47265625,15935.625,0,0,1.46153843402863,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,9.67637538909912,1.25846099853516,1,1
"691",203025,1,3,20,33,1,8,6,478,567025.3125,4418.0537109375,5190.1474609375,9608.201171875,0,0,2.2435896396637,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,9.17047595977783,1.7544037103653,1,1
"692",203034,1,3,20,28,1,0,3,1,2794.69482421875,2859.20532226562,2141.69702148438,5000.90234375,0,0,1.46153843402863,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,8.51757335662842,0.00995033048093319,1,1
"693",203044,1,3,20,32,1,0,5,1,3830.01782226562,2159.15551757812,351.19775390625,2510.35327148438,0,0,1.46153843402863,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,7.82857704162598,0.00995033048093319,1,1
"694",203045,1,3,20,57,1,10,6,188,218581.6875,4455.72216796875,1896.400390625,6352.12255859375,0,0,2.2435896396637,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,8.75670146942139,1.05779027938843,1,1
"695",203073,1,3,20,55,1,0,6,3,11630,1943.88061523438,481.0078125,2424.88842773438,0,1,0.496794849634171,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,7.79395294189453,0.02955880202353,1,1
"696",203083,1,3,20,40,1,0,3,2,21250,3775.43212890625,890.9638671875,4666.39599609375,0,1,0.496794849634171,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,8.44835662841797,0.0198026280850172,1,1
"697",203093,1,3,20,60,1,2,3,3,6405,5928.63232421875,1972.52685546875,7901.1591796875,0,1,0.496794849634171,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,8.97489166259766,0.02955880202353,1,1
"698",203103,1,3,20,45,1,0,4,1,2775,2670.86206054688,4292.529296875,6963.3916015625,0,1,0.496794849634171,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,8.84856510162354,0.00995033048093319,1,1
"699",203123,1,3,20,40,1,8,4,3,22250,4100.6904296875,1512.38330078125,5613.07373046875,1,1,0.496794849634171,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,8.63303184509277,0.02955880202353,1,1
"700",203133,1,3,20,38,1,0,5,6,17999.728515625,3133.30615234375,678.034912109375,3811.34106445312,0,1,0.496794849634171,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,8.24599838256836,0.0582689084112644,1,1
"701",203163,1,3,20,44,0,0,4,19,34862.6328125,3149.95263671875,666.02392578125,3815.9765625,0,1,0.496794849634171,1,0.800000011920929,12.4058284759521,8.12017822265625,8.12017822265625,8.39479541778564,2.03004455566406,43.3076210021973,203,8.24721431732178,0.17395330965519,1,1
"702",211013,1,1,21,42,1,9,6,80,78450,3800.24365234375,1808.9951171875,5609.23876953125,1,0,0.213333338499069,1,0.829999983310699,14.2103128433228,6.76681566238403,8.12017822265625,9.6158561706543,2.03004455566406,37.8941688537598,211,8.63234901428223,0.587786674499512,1,1
"703",211014,1,1,21,28,1,0,5,5,14149.4111328125,3961.29370117188,1096.22436523438,5057.51806640625,0,0,1.40799999237061,1,0.829999983310699,14.2103128433228,6.76681566238403,8.12017822265625,9.6158561706543,2.03004455566406,37.8941688537598,211,8.52882862091064,0.0487901642918587,1,1
"704",211015,1,1,21,63,1,0,5,186,122020,3673.56860351562,1435.64770507812,5109.21630859375,1,0,3.46666646003723,1,0.829999983310699,14.2103128433228,6.76681566238403,8.12017822265625,9.6158561706543,2.03004455566406,37.8941688537598,211,8.53899669647217,1.05082166194916,1,1
"705",211023,1,1,21,64,1,6,13,15,20420,3428.1728515625,1179.50830078125,4607.68115234375,1,0,0.213333338499069,1,0.829999983310699,14.2103128433228,6.76681566238403,8.12017822265625,9.6158561706543,2.03004455566406,37.8941688537598,211,8.43569660186768,0.139761939644814,1,1
"706",211024,1,1,21,63,1,2,4,17,21360,3800.24365234375,1112.6337890625,4912.87744140625,0,1,1.40799999237061,1,0.829999983310699,14.2103128433228,6.76681566238403,8.12017822265625,9.6158561706543,2.03004455566406,37.8941688537598,211,8.49981880187988,0.157003745436668,1,1
"707",211033,1,1,21,33,1,6,4,5,32100,2934.76782226562,1431.85815429688,4366.6259765625,1,0,0.213333338499069,1,0.829999983310699,14.2103128433228,6.76681566238403,8.12017822265625,9.6158561706543,2.03004455566406,37.8941688537598,211,8.3819751739502,0.0487901642918587,1,1
"708",211034,1,1,21,56,1,1,5,20,21011,3459.7373046875,1200.568359375,4660.3056640625,0,1,1.40799999237061,1,0.829999983310699,14.2103128433228,6.76681566238403,8.12017822265625,9.6158561706543,2.03004455566406,37.8941688537598,211,8.44705104827881,0.182321563363075,1,1
